,Style_1,Style_2,External(SSIM),External(MSE),Internal(SSIM),Internal(MSE),Plan(SSIM),Plan(MSE),Concept(Text),Topology,External(VGG16),Internal(VGG16),Plan(VGG16),Concept(BoW),Concept(Transformer)
ChurchGesu&Bergpolderflat,05_Baroque,08_EarlyModernism,26.54159725,13.87888925,10.72663267,16.09936732,58.41083208,8.964594548,73.75388741,35,0.370475732,0.226885207,0.36554651,0.584897652,0.105089307
ChurchGesu&FagusFactory,05_Baroque,08_EarlyModernism,32.02102256,14.82129323,10.29024947,16.7381482,62.9718178,8.195873226,90.08945823,64,0.38792292,0.207872529,0.370267615,0.440909504,0.241076112
ChurchGesu&Tugendhat,05_Baroque,08_EarlyModernism,29.58889084,16.11980667,11.37717174,14.15382365,58.1342992,8.23923983,91.07388854,38,0.387758456,0.197215457,0.339829147,0.515037497,0.179815352
ChurchGesu&Zonnestraal,05_Baroque,08_EarlyModernism,32.5941309,15.48494132,10.68528477,14.30684395,66.24856734,7.875270027,88.97836208,168,0.330666538,0.191515923,0.40956381,0.571476767,0.208896324
SanCarloalleQuattroFontane&Bergpolderflat,05_Baroque,08_EarlyModernism,27.46266622,13.81519961,13.98557605,14.47506681,15.57273388,34.53086408,70.55168152,25,0.283526354,0.20026207,0.34797246,0.546469888,0.047729902
SanCarloalleQuattroFontane&FagusFactory,05_Baroque,08_EarlyModernism,30.23089145,15.98316132,14.50184321,14.23735141,14.63035132,35.35127891,89.46669698,66,0.257898234,0.191674419,0.40507365,0.497317659,0.112493061
SanCarloalleQuattroFontane&Tugendhat,05_Baroque,08_EarlyModernism,28.72093002,16.41840578,15.7851635,12.64161925,13.1319683,34.18995942,91.42413735,34,0.287204638,0.159140222,0.405409671,0.601997359,0.18743901
SanCarloalleQuattroFontane&Zonnestraal,05_Baroque,08_EarlyModernism,29.99707036,17.41578331,14.40877266,13.44308331,17.89154194,35.78156102,88.38951588,166,0.246471684,0.177509911,0.428454861,0.616219798,0.199836448
VauxleVicomte&Bergpolderflat,05_Baroque,08_EarlyModernism,27.22151248,9.186472711,20.1836071,11.92902517,56.12762185,7.694288982,83.62431526,49,0.35582763,0.248675399,0.477259032,0.372677996,0.285447299
VauxleVicomte&FagusFactory,05_Baroque,08_EarlyModernism,29.71798389,9.950463201,19.34910115,9.050496902,53.81962681,7.49979096,90.07439017,62,0.342091925,0.255176149,0.608919889,0.275632744,0.191595897
VauxleVicomte&Tugendhat,05_Baroque,08_EarlyModernism,25.76669034,10.42184868,22.42856485,6.173372882,45.88429149,7.749196457,90.00434875,48,0.426865637,0.245742906,0.56348139,0.372934927,0.443828166
VauxleVicomte&Zonnestraal,05_Baroque,08_EarlyModernism,28.9328575,11.79488654,19.90953886,5.640995117,66.39831181,6.33078626,89.31635022,166,0.377650581,0.228219777,0.635358229,0.372953952,0.467555791
ChateaudeMaisons&Chilehaus,05_Baroque,09_Expressionist,24.32123171,11.4611929,14.53445737,10.27305395,30.03121288,8.78076177,90.66768885,149,0.312041428,0.348249853,0.354442149,0.57706331,0.395945579
ChateaudeMaisons&EinsteinTower,05_Baroque,09_Expressionist,24.60953159,11.27741815,22.27054667,9.740118338,27.37086099,8.896017764,78.03791761,62,0.29340006,0.352146823,0.379344558,0.521154916,0.142252669
ChateaudeMaisons&Goetheanum,05_Baroque,09_Expressionist,26.62792949,8.302829021,20.63182788,9.646473529,29.68161866,9.11708701,84.13813114,62,0.38479811,0.306109838,0.356605177,0.497419052,0.244663328
ChateaudeMaisons&HetSchip,05_Baroque,09_Expressionist,23.99139246,8.540978504,18.41461502,6.920428034,24.7697349,9.105997668,91.91434383,40,0.316975608,0.321525965,0.355263223,0.581057798,0.447583824
ChurchGesu&Chilehaus,05_Baroque,09_Expressionist,28.61942637,13.59987695,9.614697978,13.27050316,66.96707631,7.901033071,89.23181295,162,0.398891367,0.283549532,0.352704495,0.558936796,0.292713284
ChurchGesu&EinsteinTower,05_Baroque,09_Expressionist,29.20378582,13.0547733,11.65953397,13.14009829,54.04339612,8.686481133,89.22763467,41,0.297947459,0.223829042,0.416116635,0.613387859,0.213442594
ChurchGesu&Goetheanum,05_Baroque,09_Expressionist,32.91797015,14.44129399,11.1315068,13.93470265,59.05176165,8.973096427,76.1600554,65,0.452231586,0.286760382,0.410235832,0.642234169,0.118164241
ChurchGesu&HetSchip,05_Baroque,09_Expressionist,29.49539637,13.89630025,10.77495139,14.71486155,64.18076411,7.799128525,85.12633443,49,0.346101403,0.224060729,0.355703384,0.639384305,0.192290068
SanCarloalleQuattroFontane&Chilehaus,05_Baroque,09_Expressionist,27.85123869,12.00299355,12.55562189,15.67532452,17.57384464,35.71924314,91.86983109,170,0.303260274,0.236902628,0.335553668,0.59553453,0.147372454
SanCarloalleQuattroFontane&EinsteinTower,05_Baroque,09_Expressionist,28.18461344,13.0605014,15.79782559,13.63874161,15.31118181,31.65833363,91.55179858,29,0.25264176,0.211135577,0.324305296,0.616692832,0.123503305
SanCarloalleQuattroFontane&Goetheanum,05_Baroque,09_Expressionist,30.6234364,16.4122732,14.31038337,15.85575634,16.58083836,33.48389375,70.90800405,67,0.378784359,0.229061481,0.308673933,0.544014377,-0.006239905
SanCarloalleQuattroFontane&HetSchip,05_Baroque,09_Expressionist,27.86421169,15.33541462,13.76363645,13.89708059,15.60354807,34.56669643,84.31931138,55,0.26681637,0.178111158,0.356987307,0.619092633,0.15245007
VauxleVicomte&Chilehaus,05_Baroque,09_Expressionist,28.4942134,11.64381334,15.72662571,8.587197627,63.02858293,6.595799962,91.95285439,164,0.378621034,0.330723174,0.474837981,0.462977544,0.270999581
VauxleVicomte&EinsteinTower,05_Baroque,09_Expressionist,29.29096425,9.98957103,21.38457304,10.89733429,56.00732258,7.279583922,78.41718197,51,0.346767955,0.261228804,0.434626475,0.373838387,0.091633268
VauxleVicomte&Goetheanum,05_Baroque,09_Expressionist,29.85394265,10.32137107,22.31765821,10.86532006,60.12533478,7.222961824,79.81494665,63,0.434199207,0.271015409,0.448689853,0.441149402,0.234270364
VauxleVicomte&HetSchip,05_Baroque,09_Expressionist,25.1983928,7.754572065,20.29894421,6.164686602,54.52589131,7.064759798,90.4122591,41,0.413901158,0.258892134,0.488558322,0.475571471,0.330420494
ChateaudeMaisons&EquitableBuilding,05_Baroque,10_International,24.04115656,12.28497432,18.7897781,10.32655397,26.9254638,8.52105643,81.98938966,157,0.206464123,0.430354021,0.374041565,0.532365023,0.146245524
ChateaudeMaisons&Glaspaleis,05_Baroque,10_International,21.29742027,11.29498211,22.33012341,8.141223616,28.01468445,18.88012122,88.42863441,68,0.257676244,0.369257381,0.371237397,0.464585435,0.427470118
ChateaudeMaisons&Kiefhoek,05_Baroque,10_International,26.36324584,9.232163881,23.96020474,7.455806431,21.4865078,10.07150114,87.42451668,63,0.243605152,0.3546727,0.366656035,0.511992112,0.185795203
ChateaudeMaisons&SeagramBuilding,05_Baroque,10_International,21.79885836,12.88594334,17.28223004,10.44894157,28.50287624,8.505826129,89.23643231,58,0.219030883,0.323613819,0.436136877,0.467616581,0.226184443
ChurchGesu&EquitableBuilding,05_Baroque,10_International,27.83642211,12.94570675,10.32235411,14.85894258,54.36410685,8.361349579,88.32160234,168,0.245041337,0.334707528,0.370482378,0.577955629,0.196292341
ChurchGesu&Glaspaleis,05_Baroque,10_International,27.94229675,15.00028669,11.68979926,14.04245876,33.01059029,33.12791892,89.46160078,43,0.336575754,0.260112502,0.301979527,0.510865595,0.239187539
ChurchGesu&Kiefhoek,05_Baroque,10_International,31.40399572,15.10214018,12.00796838,14.61335917,58.22362521,8.161667443,76.8884778,40,0.293119989,0.203658573,0.372699048,0.458913161,0.103526689
ChurchGesu&SeagramBuilding,05_Baroque,10_International,22.54276721,13.8114709,10.92237304,14.81488919,53.04160089,8.512695581,88.52421641,73,0.234220427,0.248047285,0.367614975,0.503914718,0.149682179
SanCarloalleQuattroFontane&EquitableBuilding,05_Baroque,10_International,20.47845556,8.305257287,14.28258096,14.18914712,15.76898498,31.02119512,90.64773321,166,0.18213721,0.370369341,0.37394508,0.621387116,0.11172311
SanCarloalleQuattroFontane&Glaspaleis,05_Baroque,10_International,27.33462622,14.44844235,15.44484265,14.52918447,43.78914309,16.57626609,89.12093043,29,0.235342853,0.207558716,0.420588747,0.507765114,0.085777521
SanCarloalleQuattroFontane&Kiefhoek,05_Baroque,10_International,30.41158888,15.36834204,17.24995207,13.23540356,14.74790344,33.21546495,74.48936105,28,0.223280102,0.142373268,0.367208336,0.433818738,0.002982421
SanCarloalleQuattroFontane&SeagramBuilding,05_Baroque,10_International,19.02027151,8.580175435,14.01989002,15.61265452,15.85654308,33.56081914,89.13260698,65,0.190133017,0.172337823,0.396531507,0.530032525,0.124274932
VauxleVicomte&EquitableBuilding,05_Baroque,10_International,26.41581063,13.44201672,19.30191891,12.42155022,56.20160913,6.75984637,83.96185637,162,0.245086815,0.371397033,0.513468966,0.402709499,0.086723395
VauxleVicomte&Glaspaleis,05_Baroque,10_International,24.34979346,9.663273462,23.13789644,9.946699751,52.34143441,19.38448103,87.79513836,53,0.311880566,0.259242274,0.497150809,0.387298335,0.452839166
VauxleVicomte&Kiefhoek,05_Baroque,10_International,28.60379807,11.02245761,25.32598322,8.491629128,52.01635969,7.57390663,85.88336706,52,0.281706557,0.247044995,0.422992021,0.430331483,0.217378244
VauxleVicomte&SeagramBuilding,05_Baroque,10_International,23.40143854,14.13802274,20.11958357,9.929533066,59.12316895,6.5582006,90.58853984,55,0.270342454,0.239990037,0.50043045,0.3537303,0.156867862
ChateaudeMaisons&AntwerpPortHouse,05_Baroque,11_Deconstructivism,24.2200628,10.66242982,23.29366291,9.219741315,34.53343079,8.54088331,82.60968328,98,0.317367345,0.215501972,0.385623957,0.565076938,0.362568229
ChateaudeMaisons&CctvHeadquarter,05_Baroque,11_Deconstructivism,24.98598711,11.09348445,18.65469747,8.21020073,30.83773526,9.03685959,81.95081949,851,0.231433779,0.265407771,0.465491053,0.405508523,0.205110773
ChateaudeMaisons&GuggenheimMuseum,05_Baroque,11_Deconstructivism,27.19568457,8.990270594,19.33651233,10.77702074,27.36202946,8.491563165,82.29419589,138,0.231723994,0.26265486,0.336223453,0.534314986,0.229821831
ChateaudeMaisons&JewishMuseum,05_Baroque,11_Deconstructivism,20.9085268,9.181807902,25.14320652,12.05986074,32.76206462,8.79964846,87.04827428,140,0.245824426,0.289453134,0.382943754,0.526902187,0.228348866
ChurchGesu&AntwerpPortHouse,05_Baroque,11_Deconstructivism,32.20418166,14.53212739,11.51136834,16.76131143,67.24097139,7.78596459,89.38746452,115,0.338144302,0.160823889,0.361340831,0.660797153,0.15663816
ChurchGesu&CctvHeadquarter,05_Baroque,11_Deconstructivism,30.71200494,11.12545673,10.89563634,16.20563121,66.32299362,8.243510566,86.88070774,854,0.250445236,0.205539558,0.411052901,0.539683541,0.07677985
ChurchGesu&GuggenheimMuseum,05_Baroque,11_Deconstructivism,32.12646398,15.9019436,10.90619978,15.15045898,54.23724692,7.835805799,91.18244648,149,0.216102067,0.246752478,0.338943698,0.564888375,0.183588132
ChurchGesu&JewishMuseum,05_Baroque,11_Deconstructivism,27.27735773,14.89304456,12.03356121,14.00209573,68.47048892,7.89972805,90.8851862,153,0.264353167,0.183523726,0.378433714,0.619402069,0.179497615
SanCarloalleQuattroFontane&AntwerpPortHouse,05_Baroque,11_Deconstructivism,30.08964522,14.92550372,16.8940394,14.59678166,17.2217424,36.0457111,91.98557138,99,0.259834368,0.200154103,0.356818661,0.659276626,0.142151341
SanCarloalleQuattroFontane&CctvHeadquarter,05_Baroque,11_Deconstructivism,28.56397981,10.92898967,14.86761342,14.38309681,17.50517595,35.65610481,84.99581218,858,0.210241571,0.231700424,0.412006396,0.545102432,0.130017519
SanCarloalleQuattroFontane&GuggenheimMuseum,05_Baroque,11_Deconstructivism,30.59935814,15.92439007,13.6966802,13.38397204,15.09121794,34.3429296,90.36056399,143,0.210234504,0.224368758,0.33010345,0.615694973,0.152722999
SanCarloalleQuattroFontane&JewishMuseum,05_Baroque,11_Deconstructivism,28.37172513,14.86003832,16.96728028,14.08204327,17.73611597,35.81139295,86.0461235,157,0.200422782,0.191088155,0.358374596,0.606207922,0.098128028
VauxleVicomte&AntwerpPortHouse,05_Baroque,11_Deconstructivism,29.95690086,8.752381366,23.59502476,10.56313252,64.98745529,6.408843766,84.06450152,107,0.3569571,0.187506512,0.500706578,0.44483075,0.315891922
VauxleVicomte&CctvHeadquarter,05_Baroque,11_Deconstructivism,29.56604771,11.14941741,21.76058258,9.144144598,63.72944192,6.981993474,81.18628263,856,0.264529619,0.234172527,0.560109723,0.306748428,0.250865936
VauxleVicomte&GuggenheimMuseum,05_Baroque,11_Deconstructivism,28.41018419,10.45960499,19.96818325,13.1676127,55.06980748,6.322951129,83.22918415,147,0.225853834,0.242228858,0.403793812,0.436956277,0.146678776
VauxleVicomte&JewishMuseum,05_Baroque,11_Deconstructivism,19.76203375,7.763612507,22.97215577,16.68995787,65.60123127,6.720243268,83.97891521,155,0.259780105,0.220185254,0.478084927,0.424018209,0.271116674
Amalienburg&HoteldeSoubise,06_Rococo,06_Rococo,27.53570313,11.82533294,14.74805587,7.155473979,50.959471,4.90504883,94.20209527,74,0.597209617,0.417099454,0.330396637,0.250185117,0.226986945
Amalienburg&LinderhofPalace,06_Rococo,06_Rococo,24.1009896,12.10004765,7.472991685,7.961061495,56.1870587,5.180895819,97.14144468,34,0.517478272,0.390041627,0.416204415,0.44598667,0.458922148
Amalienburg&Sanssouci,06_Rococo,06_Rococo,26.97560861,11.97455281,11.59123322,8.746204075,52.76519965,4.896320683,86.78813577,34,0.491716512,0.405595608,0.354963221,0.50164777,0.366314411
HoteldeSoubise&LinderhofPalace,06_Rococo,06_Rococo,25.6192449,9.275004117,8.428073654,7.029661514,45.37424409,3.436960301,94.75232959,64,0.513055637,0.344064996,0.382968493,0.312109726,0.247726381
HoteldeSoubise&Sanssouci,06_Rococo,06_Rococo,30.73330328,8.243146321,14.05642024,8.282269744,39.45553045,2.879529806,77.70136595,64,0.508917868,0.443710901,0.531442434,0.335215828,0.373768628
LinderhofPalace&Sanssouci,06_Rococo,06_Rococo,13.84358182,11.96950836,6.698151814,9.279968218,49.29441342,3.337731262,81.50343299,0,0.452735201,0.397042021,0.411509357,0.602634932,0.327319771
Amalienburg&CasaBatllo,06_Rococo,07_ArtNouveau,31.27686899,15.89230844,16.92911069,10.15906573,57.16328112,5.341469398,92.72660613,91,0.379451305,0.265359104,0.324946433,0.434463082,0.234481812
Amalienburg&CastelBeranger,06_Rococo,07_ArtNouveau,19.47641242,13.05807856,13.15863167,11.59501221,50.57080767,5.111674773,93.7513411,140,0.297179013,0.359557621,0.310906537,0.504675113,0.38279435
Amalienburg&HotelTassel,06_Rococo,07_ArtNouveau,28.80747869,14.41520666,16.07826778,16.81635703,49.45532436,7.360513166,92.86465049,35,0.435352877,0.309689276,0.359489247,0.439566139,0.327601016
Amalienburg&SecessionBulding,06_Rococo,07_ArtNouveau,28.62098918,12.41088115,17.9436931,13.44305578,53.81607101,5.455047695,95.26433945,35,0.432611994,0.245283697,0.349772148,0.377123617,0.447092712
HoteldeSoubise&CasaBatllo,06_Rococo,07_ArtNouveau,33.49180242,12.39776154,22.20595433,11.04736668,45.94342808,3.753925795,92.70153642,77,0.390220679,0.334504873,0.368338309,0.231034427,0.315012217
HoteldeSoubise&CastelBeranger,06_Rococo,07_ArtNouveau,19.40013747,8.552714533,18.46813806,11.00287847,41.67785012,3.042944297,97.76285291,132,0.405413784,0.403426141,0.509675547,0.426401433,0.482189327
HoteldeSoubise&HotelTassel,06_Rococo,07_ArtNouveau,31.54684101,10.89285461,22.01061269,13.06737811,39.63806337,5.415637204,93.7977314,75,0.505726442,0.355396278,0.559990913,0.278543007,0.443420351
HoteldeSoubise&SecessionBulding,06_Rococo,07_ArtNouveau,30.83366996,9.103163341,23.96242333,14.32015308,43.31415278,3.330657085,94.14461851,75,0.368985586,0.256729379,0.542371124,0.249485066,0.235155076
LinderhofPalace&CasaBatllo,06_Rococo,07_ArtNouveau,15.52151415,16.93678278,8.861116723,11.36772834,48.83974006,3.642173482,91.35908484,93,0.375306435,0.219964921,0.293509662,0.440374416,0.210771918
LinderhofPalace&CastelBeranger,06_Rococo,07_ArtNouveau,9.155567672,8.776123651,7.935527436,13.36623271,30.96720448,4.682394137,90.78375697,138,0.406089559,0.33809948,0.416719988,0.4865885,0.335799873
LinderhofPalace&HotelTassel,06_Rococo,07_ArtNouveau,12.26360724,14.46058881,8.053063183,15.28980013,47.73953907,4.586088957,91.01101756,37,0.469480805,0.307751454,0.343094856,0.402078915,0.259484261
LinderhofPalace&SecessionBulding,06_Rococo,07_ArtNouveau,15.01334632,9.392878749,9.489428526,14.9332873,38.52355284,4.447664992,93.46661568,37,0.407316372,0.185458809,0.352658525,0.414109352,0.407528996
Sanssouci&CasaBatllo,06_Rococo,07_ArtNouveau,33.97535256,12.12877174,16.69761016,9.039063508,51.18471038,4.278405772,87.21192479,93,0.39329838,0.26603999,0.326664537,0.525750395,0.226225957
Sanssouci&CastelBeranger,06_Rococo,07_ArtNouveau,17.6741238,10.70454154,12.98003295,11.46192538,50.27795235,3.481567658,79.00900245,138,0.310930461,0.373878486,0.415412024,0.574604767,0.380611956
Sanssouci&HotelTassel,06_Rococo,07_ArtNouveau,30.00291993,11.4289653,15.26480836,12.62886284,44.28722882,6.522323031,88.53268623,37,0.410269357,0.333276462,0.400864899,0.48926941,0.305798113
Sanssouci&SecessionBulding,06_Rococo,07_ArtNouveau,27.83063105,11.47046811,19.30785277,9.892002815,51.30624574,3.773027205,80.92527986,37,0.271360092,0.253634829,0.406257413,0.476242484,0.477121592
Amalienburg&Bergpolderflat,06_Rococo,08_EarlyModernism,25.81166607,13.90984902,18.26903162,11.41571288,53.19743766,5.788392069,85.35958529,30,0.383577339,0.327446461,0.341894411,0.442635206,0.358851075
Amalienburg&FagusFactory,06_Rococo,08_EarlyModernism,32.07891659,12.93364594,18.1708914,11.74653499,51.11722928,5.580810999,92.52689481,63,0.460947327,0.280658253,0.362346351,0.480384461,0.383071631
Amalienburg&Tugendhat,06_Rococo,08_EarlyModernism,29.35578838,12.86876467,21.43145605,7.702090307,45.69224712,5.66351207,92.37831235,35,0.504477084,0.282277863,0.293259405,0.577748305,0.367835164
Amalienburg&Zonnestraal,06_Rococo,08_EarlyModernism,33.59524667,12.62615398,20.37659194,8.690072133,60.25339478,4.655690719,90.7132268,165,0.407224722,0.307853639,0.389109865,0.533333333,0.429096043
HoteldeSoubise&Bergpolderflat,06_Rococo,08_EarlyModernism,28.08870216,9.415689917,24.02101233,11.6978794,42.64326229,3.986673671,90.00404477,78,0.331953451,0.249455728,0.473806314,0.305555556,0.263843119
HoteldeSoubise&FagusFactory,06_Rococo,08_EarlyModernism,34.93748029,7.980949241,21.07147101,12.55104627,40.09197135,3.805745394,90.93977809,71,0.403566174,0.265504934,0.584942788,0.246533421,0.21198447
HoteldeSoubise&Tugendhat,06_Rococo,08_EarlyModernism,31.17211877,10.33767955,25.53715446,7.438728469,36.49580376,3.752574211,90.20360708,73,0.446392998,0.274942789,0.578313261,0.265334315,0.328892022
HoteldeSoubise&Zonnestraal,06_Rococo,08_EarlyModernism,36.38742316,9.518893544,22.78419061,8.615735562,48.11250704,3.297850451,90.15160799,155,0.357513152,0.249780804,0.549988762,0.32075015,0.428350508
LinderhofPalace&Bergpolderflat,06_Rococo,08_EarlyModernism,15.03782381,11.1126876,8.881213008,12.11491838,44.42296671,4.38199332,87.57479191,32,0.303777307,0.210119247,0.383717902,0.468164589,0.273578912
LinderhofPalace&FagusFactory,06_Rococo,08_EarlyModernism,15.68936812,12.4943099,8.62709272,13.19507702,49.67267908,3.49270705,90.70282578,61,0.327020004,0.190923989,0.38600567,0.443638773,0.335845202
LinderhofPalace&Tugendhat,06_Rococo,08_EarlyModernism,14.22496365,11.31357438,10.35161465,8.227227222,46.52734149,3.822444993,90.17554522,31,0.400368959,0.314833097,0.379314087,0.514626255,0.32950601
